chr	pos.cM	loci	Xchr	pos.bp	pos.Kb		
8	807.9611137	X8_2343034	X8	2343034	2343.034		
8	808.3342497	X8_2343095	X8	2343095	2343.095		
8	808.3342498	X8_2343133	X8	2343133	2343.133		
8	808.3342499	X8_2343143	X8	2343143	2343.143		
8	808.33425	X8_2343146	X8	2343146	2343.146		
8	808.3342501	X8_2343150	X8	2343150	2343.15		
8	808.3342502	X8_2343158	X8	2343158	2343.158		
8	808.3342503	X8_2343183	X8	2343183	2343.183		
8	808.3342504	X8_2343200	X8	2343200	2343.2		
8	808.3342505	X8_2345269	X8	2345269	2345.269		
8	808.3342506	X8_2345272	X8	2345272	2345.272		
8	808.3342507	X8_2345278	X8	2345278	2345.278		
8	808.3342508	X8_2345290	X8	2345290	2345.29		
8	808.3342509	X8_2345297	X8	2345297	2345.297		
8	808.334251	X8_2345305	X8	2345305	2345.305		
8	809.0837192	X8_2345381	X8	2345381	2345.381		
8	809.0837193	X8_2345390	X8	2345390	2345.39		
8	809.0837194	X8_2345412	X8	2345412	2345.412		
8	809.0837195	X8_2345425	X8	2345425	2345.425		
8	809.0837196	X8_2345443	X8	2345443	2345.443		
8	809.4572226	X8_2346308	X8	2346308	2346.308		
8	809.4572227	X8_2346342	X8	2346342	2346.342		
8	809.4572228	X8_2346352	X8	2346352	2346.352		
8	809.4572229	X8_2346360	X8	2346360	2346.36		
8	809.457223	X8_2346379	X8	2346379	2346.379		
8	809.4572231	X8_2346387	X8	2346387	2346.387		
8	809.4572232	X8_2346435	X8	2346435	2346.435		
8	809.4572233	X8_2346442	X8	2346442	2346.442		
8	809.4572234	X8_2346482	X8	2346482	2346.482		
8	809.4572235	X8_2354107	X8	2354107	2354.107		
8	809.4572236	X8_2354124	X8	2354124	2354.124		
8	809.4572237	X8_2354194	X8	2354194	2354.194		
8	810.2070126	X8_2361146	X8	2361146	2361.146		
8	810.2070127	X8_2361155	X8	2361155	2361.155		
8	810.2070128	X8_2361161	X8	2361161	2361.161		
8	810.2070129	X8_2361179	X8	2361179	2361.179		
8	810.207013	X8_2361182	X8	2361182	2361.182		
8	810.2070131	X8_2361224	X8	2361224	2361.224		
8	810.9570347	X8_2361266	X8	2361266	2361.266		
8	810.9570348	X8_2361275	X8	2361275	2361.275		
8	810.9570349	X8_2361278	X8	2361278	2361.278		
8	810.957035	X8_2361305	X8	2361305	2361.305		
8	810.9570351	X8_2361314	X8	2361314	2361.314		
8	810.9570352	X8_2361320	X8	2361320	2361.32		
8	810.9570353	X8_2361329	X8	2361329	2361.329		
8	811.330696	X8_2361335	X8	2361335	2361.335		
8	811.3306961	X8_2361512	X8	2361512	2361.512		
8	811.3306962	X8_2361530	X8	2361530	2361.53		
8	811.3306963	X8_2361532	X8	2361532	2361.532		
8	811.3306964	X8_2361539	X8	2361539	2361.539		
8	811.3306965	X8_2361548	X8	2361548	2361.548		
8	811.3306966	X8_2361566	X8	2361566	2361.566		
8	811.3306967	X8_2363524	X8	2363524	2363.524		
8	812.8402496	X8_2365965	X8	2365965	2365.965		
8	812.8402497	X8_2365982	X8	2365982	2365.982		
8	812.8402498	X8_2366155	X8	2366155	2366.155		
8	812.8402499	X8_2366160	X8	2366160	2366.16		
8	812.84025	X8_2366166	X8	2366166	2366.166		
8	812.8402501	X8_2366169	X8	2366169	2366.169		
8	812.8402502	X8_2366170	X8	2366170	2366.17		
8	827.7847924	X8_2387021	X8	2387021	2387.021		
8	827.7847925	X8_2387030	X8	2387030	2387.03		
8	830.0946678	X8_2387070	X8	2387070	2387.07		
8	842.7584045	X8_2434345	X8	2434345	2434.345		
8	842.7584046	X8_2434363	X8	2434363	2434.363		
8	842.7584047	X8_2434366	X8	2434366	2434.366		
8	842.7584048	X8_2434384	X8	2434384	2434.384		
8	843.2183881	X8_2434402	X8	2434402	2434.402		
8	843.2183882	X8_2434408	X8	2434408	2434.408		
8	843.2183883	X8_2434435	X8	2434435	2434.435		
8	843.2183884	X8_2434440	X8	2434440	2434.44		
8	843.2183885	X8_2434484	X8	2434484	2434.484		
8	843.2183886	X8_2434490	X8	2434490	2434.49		
8	843.2183887	X8_2434498	X8	2434498	2434.498		
8	843.2183888	X8_2434516	X8	2434516	2434.516		
8	843.2183889	X8_2434527	X8	2434527	2434.527		
8	843.218389	X8_2434565	X8	2434565	2434.565		
8	843.2183891	X8_2434569	X8	2434569	2434.569		
8	843.2183892	X8_2434585	X8	2434585	2434.585		
8	843.2183893	X8_2434606	X8	2434606	2434.606		
8	843.2183894	X8_2434806	X8	2434806	2434.806		
8	843.2183895	X8_2434857	X8	2434857	2434.857		
8	843.2183896	X8_2435005	X8	2435005	2435.005		
8	843.2183897	X8_2435171	X8	2435171	2435.171		
8	843.2183898	X8_2435284	X8	2435284	2435.284		
8	859.9044499	X8_2440929	X8	2440929	2440.929		
9	1.2398969	X9_20811	X9	20811	20.811		
9	1.239897	X9_20823	X9	20823	20.823		
9	1.2398971	X9_20826	X9	20826	20.826		
9	1.2398972	X9_20871	X9	20871	20.871		
9	1.2398973	X9_20882	X9	20882	20.882		
9	1.2398974	X9_20905	X9	20905	20.905		
9	1.2398975	X9_20907	X9	20907	20.907		
9	1.2398976	X9_20910	X9	20910	20.91		
9	1.2398977	X9_20915	X9	20915	20.915		
9	1.2398978	X9_20943	X9	20943	20.943		
9	1.2398979	X9_20970	X9	20970	20.97		
9	1.239898	X9_20971	X9	20971	20.971		
9	1.2398981	X9_20977	X9	20977	20.977		
9	1.2398982	X9_20979	X9	20979	20.979		
9	1.2398983	X9_20980	X9	20980	20.98		
9	1.2398984	X9_21013	X9	21013	21.013		
9	1.2398985	X9_21021	X9	21021	21.021		
9	1.2398986	X9_21056	X9	21056	21.056		
9	1.2398987	X9_21067	X9	21067	21.067		
9	1.2398988	X9_21072	X9	21072	21.072		
9	1.2398989	X9_21128	X9	21128	21.128		
9	1.239899	X9_21145	X9	21145	21.145		
9	1.2398991	X9_21146	X9	21146	21.146		
9	1.2398992	X9_21152	X9	21152	21.152		
9	1.2398993	X9_21165	X9	21165	21.165		
9	1.2398994	X9_21166	X9	21166	21.166		
9	1.2398995	X9_21170	X9	21170	21.17		
9	1.613097284	X9_21230	X9	21230	21.23		
9	1.613097384	X9_21316	X9	21316	21.316		
9	1.613097484	X9_21319	X9	21319	21.319		
9	1.613097584	X9_21337	X9	21337	21.337		
9	1.613097684	X9_21343	X9	21343	21.343		
9	1.613097784	X9_21346	X9	21346	21.346		
9	1.613097884	X9_21348	X9	21348	21.348		
9	1.98629557	X9_21352	X9	21352	21.352		
9	1.98629567	X9_21389	X9	21389	21.389		
9	1.98629577	X9_21390	X9	21390	21.39		
9	1.98629587	X9_21394	X9	21394	21.394		
9	1.98629597	X9_21406	X9	21406	21.406		
9	1.98629607	X9_21420	X9	21420	21.42		
9	1.98629617	X9_21425	X9	21425	21.425		
9	1.98629627	X9_21432	X9	21432	21.432		
9	1.98629637	X9_21433	X9	21433	21.433		
9	1.98629647	X9_21501	X9	21501	21.501		
9	1.98629657	X9_21577	X9	21577	21.577		
9	1.98629667	X9_21613	X9	21613	21.613		
9	1.98629677	X9_21778	X9	21778	21.778		
9	1.98629687	X9_21877	X9	21877	21.877		
9	1.98629697	X9_21879	X9	21879	21.879		
9	1.98629707	X9_21922	X9	21922	21.922		
9	1.98629717	X9_21977	X9	21977	21.977		
9	1.98629727	X9_22040	X9	22040	22.04		
9	1.98629737	X9_22043	X9	22043	22.043		
9	1.98629747	X9_22087	X9	22087	22.087		
9	1.98629757	X9_22090	X9	22090	22.09		
9	1.98629767	X9_22093	X9	22093	22.093		
9	1.98629777	X9_22095	X9	22095	22.095		
9	1.98629787	X9_22132	X9	22132	22.132		
9	1.98629797	X9_22138	X9	22138	22.138		
9	1.98629807	X9_22144	X9	22144	22.144		
9	1.98629817	X9_22153	X9	22153	22.153		
9	1.98629827	X9_22167	X9	22167	22.167		
9	1.98629837	X9_22177	X9	22177	22.177		
9	1.98629847	X9_22179	X9	22179	22.179		
9	1.98629857	X9_22183	X9	22183	22.183		
9	1.98629867	X9_22186	X9	22186	22.186		
9	1.98629877	X9_22200	X9	22200	22.2		
9	1.98629887	X9_22201	X9	22201	22.201		
9	1.98629897	X9_22225	X9	22225	22.225		
9	1.98629907	X9_22330	X9	22330	22.33		
9	1.98629917	X9_22387	X9	22387	22.387		
9	1.98629927	X9_25486	X9	25486	25.486		
9	1.98629937	X9_25537	X9	25537	25.537		
9	1.98629947	X9_25623	X9	25623	25.623		
9	1.98629957	X9_29594	X9	29594	29.594		
9	1.98629967	X9_29604	X9	29604	29.604		
9	1.98629977	X9_29613	X9	29613	29.613		
9	1.98629987	X9_29624	X9	29624	29.624		
9	2.359444904	X9_30459	X9	30459	30.459		
9	2.359445004	X9_30484	X9	30484	30.484		
9	2.359445104	X9_30502	X9	30502	30.502		
9	2.359445204	X9_30546	X9	30546	30.546		
9	2.732590137	X9_30603	X9	30603	30.603		
9	2.732590237	X9_30690	X9	30690	30.69		
9	2.732590337	X9_30723	X9	30723	30.723		
9	2.732590437	X9_30726	X9	30726	30.726		
9	2.732590537	X9_30732	X9	30732	30.732		
9	2.732590637	X9_30738	X9	30738	30.738		
9	2.732590737	X9_30753	X9	30753	30.753		
9	2.732590837	X9_30762	X9	30762	30.762		
9	2.732590937	X9_30765	X9	30765	30.765		
9	3.482092478	X9_30851	X9	30851	30.851		
9	3.482092578	X9_30854	X9	30854	30.854		
9	3.482092678	X9_30857	X9	30857	30.857		
9	3.482092778	X9_30870	X9	30870	30.87		
9	3.482092878	X9_30882	X9	30882	30.882		
9	3.482092978	X9_30903	X9	30903	30.903		
9	3.482093078	X9_30906	X9	30906	30.906		
9	3.482093178	X9_30918	X9	30918	30.918		
9	4.231594371	X9_30980	X9	30980	30.98		
9	4.231594471	X9_30981	X9	30981	30.981		
9	4.231594571	X9_30999	X9	30999	30.999		
9	4.231594671	X9_31002	X9	31002	31.002		
9	4.231594771	X9_31017	X9	31017	31.017		
9	4.231594871	X9_31020	X9	31020	31.02		
9	4.231594971	X9_31023	X9	31023	31.023		
9	4.231595071	X9_31026	X9	31026	31.026		
9	4.231595171	X9_31029	X9	31029	31.029		
9	4.231595271	X9_31035	X9	31035	31.035		
9	4.231595371	X9_31596	X9	31596	31.596		
9	4.231595471	X9_31599	X9	31599	31.599		
9	4.231595571	X9_31605	X9	31605	31.605		
9	4.231595671	X9_31608	X9	31608	31.608		
9	4.231595771	X9_31638	X9	31638	31.638		
9	4.231595871	X9_31644	X9	31644	31.644		
9	4.231595971	X9_32073	X9	32073	32.073		
9	18.78670252	X9_44291	X9	44291	44.291		
9	33.3420508	X9_51268	X9	51268	51.268		
9	33.3420509	X9_51649	X9	51649	51.649		
9	33.342051	X9_51695	X9	51695	51.695		
9	34.09094365	X9_67265	X9	67265	67.265		
9	34.09094375	X9_67383	X9	67383	67.383		
9	34.09094385	X9_67395	X9	67395	67.395		
9	34.09094395	X9_67400	X9	67400	67.4		
9	34.09094405	X9_67407	X9	67407	67.407		
9	34.09094415	X9_67629	X9	67629	67.629		
9	34.09094425	X9_67653	X9	67653	67.653		
9	34.09094435	X9_67656	X9	67656	67.656		
9	34.09094445	X9_67716	X9	67716	67.716		
9	34.09094455	X9_67736	X9	67736	67.736		
9	34.09094465	X9_67788	X9	67788	67.788		
9	34.09094475	X9_68274	X9	68274	68.274		
9	34.09094485	X9_68298	X9	68298	68.298		
9	34.09094495	X9_68319	X9	68319	68.319		
9	34.09094505	X9_68322	X9	68322	68.322		
9	34.09094515	X9_68328	X9	68328	68.328		
9	34.09094525	X9_68331	X9	68331	68.331		
9	34.09094535	X9_68334	X9	68334	68.334		
9	34.09094545	X9_68370	X9	68370	68.37		
9	34.09094555	X9_68373	X9	68373	68.373		
9	34.09094565	X9_68376	X9	68376	68.376		
9	34.09094575	X9_68379	X9	68379	68.379		
9	34.46414284	X9_68388	X9	68388	68.388		
9	34.46414294	X9_68391	X9	68391	68.391		
9	34.46414304	X9_68412	X9	68412	68.412		
9	34.46414314	X9_68414	X9	68414	68.414		
9	34.46414324	X9_68415	X9	68415	68.415		
9	34.83734042	X9_68671	X9	68671	68.671		
9	34.83734052	X9_68721	X9	68721	68.721		
9	34.83734062	X9_68821	X9	68821	68.821		
9	34.83734072	X9_69126	X9	69126	69.126		
9	34.83734082	X9_72542	X9	72542	72.542		
9	34.83734092	X9_72692	X9	72692	72.692		
9	34.83734102	X9_76006	X9	76006	76.006		
9	34.83734112	X9_76044	X9	76044	76.044		
9	34.83734122	X9_76152	X9	76152	76.152		
9	34.83734132	X9_76171	X9	76171	76.171		
9	34.83734142	X9_76188	X9	76188	76.188		
9	34.83734152	X9_76199	X9	76199	76.199		
9	34.83734162	X9_76220	X9	76220	76.22		
9	34.83734172	X9_79872	X9	79872	79.872		
9	34.83734182	X9_79876	X9	79876	79.876		
9	34.83734192	X9_79884	X9	79884	79.884		
9	34.83734202	X9_79915	X9	79915	79.915		
9	34.83734212	X9_80663	X9	80663	80.663		
9	34.83734222	X9_80785	X9	80785	80.785		
9	51.82389498	X9_93289	X9	93289	93.289		
9	51.82389508	X9_93298	X9	93298	93.298		
9	69.84820518	X9_93383	X9	93383	93.383		
9	75.24231644	X9_93408	X9	93408	93.408		
9	77.2444506	X9_93421	X9	93421	93.421		
9	79.65075983	X9_93439	X9	93439	93.439		
9	85.61448875	X9_93472	X9	93472	93.472		
9	107.0257774	X9_100562	X9	100562	100.562		
9	107.0257775	X9_100650	X9	100650	100.65		
9	107.0257776	X9_101595	X9	101595	101.595		
9	107.0257777	X9_102744	X9	102744	102.744		
9	107.0257778	X9_102754	X9	102754	102.754		
9	107.0257779	X9_102765	X9	102765	102.765		
9	107.025778	X9_102771	X9	102771	102.771		
9	107.0257781	X9_102777	X9	102777	102.777		
9	107.0257782	X9_102781	X9	102781	102.781		
9	107.0257783	X9_102784	X9	102784	102.784		
9	107.0257784	X9_102807	X9	102807	102.807		
9	107.0257785	X9_102820	X9	102820	102.82		
9	107.0257786	X9_102845	X9	102845	102.845		
9	107.0257787	X9_102850	X9	102850	102.85		
9	107.0257788	X9_102861	X9	102861	102.861		
9	107.0257789	X9_102946	X9	102946	102.946		
9	107.025779	X9_103490	X9	103490	103.49		
9	107.0257791	X9_103516	X9	103516	103.516		
9	107.0257792	X9_103554	X9	103554	103.554		
9	107.0257793	X9_103651	X9	103651	103.651		
9	107.0257794	X9_103652	X9	103652	103.652		
9	107.0257795	X9_103712	X9	103712	103.712		
9	107.0257796	X9_103714	X9	103714	103.714		
9	107.0257797	X9_106929	X9	106929	106.929		
9	107.0257798	X9_106932	X9	106932	106.932		
9	107.0257799	X9_106934	X9	106934	106.934		
9	107.02578	X9_106936	X9	106936	106.936		
9	107.0257801	X9_106970	X9	106970	106.97		
9	107.0257802	X9_107004	X9	107004	107.004		
9	107.0257803	X9_107030	X9	107030	107.03		
9	107.0257804	X9_107077	X9	107077	107.077		
9	107.0257805	X9_107098	X9	107098	107.098		
9	107.0257806	X9_107138	X9	107138	107.138		
9	107.0257807	X9_109290	X9	109290	109.29		
9	107.0257808	X9_109416	X9	109416	109.416		
9	107.0257809	X9_109701	X9	109701	109.701		
9	107.025781	X9_109718	X9	109718	109.718		
9	107.0257811	X9_109723	X9	109723	109.723		
9	107.0257812	X9_109929	X9	109929	109.929		
9	107.0257813	X9_109938	X9	109938	109.938		
9	107.0257814	X9_109945	X9	109945	109.945		
9	107.0257815	X9_110026	X9	110026	110.026		
9	107.0257816	X9_110030	X9	110030	110.03		
9	107.3989059	X9_110039	X9	110039	110.039		
9	107.398906	X9_110094	X9	110094	110.094		
9	107.3989061	X9_110095	X9	110095	110.095		
9	107.3989062	X9_111388	X9	111388	111.388		
9	107.7720306	X9_114078	X9	114078	114.078		
9	107.7720307	X9_114138	X9	114138	114.138		
9	107.7720308	X9_114155	X9	114155	114.155		
9	107.7720309	X9_114168	X9	114168	114.168		
9	107.772031	X9_114258	X9	114258	114.258		
9	107.7720311	X9_114296	X9	114296	114.296		
9	107.7720312	X9_114317	X9	114317	114.317		
9	107.7720313	X9_114321	X9	114321	114.321		
9	107.7720314	X9_114540	X9	114540	114.54		
9	108.1452704	X9_114571	X9	114571	114.571		
9	108.1452705	X9_114576	X9	114576	114.576		
9	108.1452706	X9_114620	X9	114620	114.62		
9	108.1452707	X9_114632	X9	114632	114.632		
9	108.5185098	X9_114677	X9	114677	114.677		
9	108.5185099	X9_114680	X9	114680	114.68		
9	108.51851	X9_114690	X9	114690	114.69		
9	108.5185101	X9_114691	X9	114691	114.691		
9	108.5185102	X9_114702	X9	114702	114.702		
9	108.5185103	X9_114722	X9	114722	114.722		
9	108.5185104	X9_114743	X9	114743	114.743		
9	108.5185105	X9_114768	X9	114768	114.768		
9	108.5185106	X9_114774	X9	114774	114.774		
9	108.5185107	X9_114782	X9	114782	114.782		
9	108.5185108	X9_114805	X9	114805	114.805		
9	108.5185109	X9_114809	X9	114809	114.809		
9	108.518511	X9_114812	X9	114812	114.812		
9	108.5185111	X9_114825	X9	114825	114.825		
9	108.8917093	X9_115277	X9	115277	115.277		
9	108.8917094	X9_115284	X9	115284	115.284		
9	108.8917095	X9_115312	X9	115312	115.312		
9	108.8917096	X9_115343	X9	115343	115.343		
9	108.8917097	X9_115350	X9	115350	115.35		
9	108.8917098	X9_115365	X9	115365	115.365		
9	108.8917099	X9_115379	X9	115379	115.379		
9	108.89171	X9_115382	X9	115382	115.382		
9	108.8917101	X9_115385	X9	115385	115.385		
9	109.2648774	X9_115391	X9	115391	115.391		
9	109.2648775	X9_115406	X9	115406	115.406		
9	109.2648776	X9_115412	X9	115412	115.412		
9	109.2648777	X9_115428	X9	115428	115.428		
9	109.2648778	X9_115433	X9	115433	115.433		
9	109.2648779	X9_115448	X9	115448	115.448		
9	109.264878	X9_115462	X9	115462	115.462		
9	109.2648781	X9_115471	X9	115471	115.471		
9	109.2648782	X9_115475	X9	115475	115.475		
9	109.2648783	X9_115481	X9	115481	115.481		
9	109.2648784	X9_115495	X9	115495	115.495		
9	109.2648785	X9_115537	X9	115537	115.537		
9	109.2648786	X9_115545	X9	115545	115.545		
9	109.2648787	X9_115560	X9	115560	115.56		
9	109.2648788	X9_115592	X9	115592	115.592		
9	109.2648789	X9_115605	X9	115605	115.605		
9	109.264879	X9_115728	X9	115728	115.728		
9	109.2648791	X9_115764	X9	115764	115.764		
9	109.2648792	X9_115773	X9	115773	115.773		
9	109.2648793	X9_115781	X9	115781	115.781		
9	109.2648794	X9_115798	X9	115798	115.798		
9	109.2648795	X9_115800	X9	115800	115.8		
9	109.2648796	X9_115841	X9	115841	115.841		
9	109.2648797	X9_115859	X9	115859	115.859		
9	109.2648798	X9_116052	X9	116052	116.052		
9	109.2648799	X9_116070	X9	116070	116.07		
9	109.638016	X9_116156	X9	116156	116.156		
9	109.6380161	X9_116188	X9	116188	116.188		
9	109.6380162	X9_116196	X9	116196	116.196		
9	109.6380163	X9_116203	X9	116203	116.203		
9	109.6380164	X9_116942	X9	116942	116.942		
9	109.6380165	X9_116953	X9	116953	116.953		
9	109.6380166	X9_116984	X9	116984	116.984		
9	109.6380167	X9_116992	X9	116992	116.992		
9	109.6380168	X9_117033	X9	117033	117.033		
9	109.6380169	X9_117094	X9	117094	117.094		
9	109.638017	X9_117097	X9	117097	117.097		
9	109.6380171	X9_117100	X9	117100	117.1		
9	109.6380172	X9_117106	X9	117106	117.106		
9	109.6380173	X9_117109	X9	117109	117.109		
9	109.6380174	X9_117117	X9	117117	117.117		
9	109.6380175	X9_117132	X9	117132	117.132		
9	109.6380176	X9_117568	X9	117568	117.568		
9	109.6380177	X9_117591	X9	117591	117.591		
9	109.6380178	X9_117718	X9	117718	117.718		
9	109.6380179	X9_117742	X9	117742	117.742		
9	109.638018	X9_117801	X9	117801	117.801		
9	109.6380181	X9_117806	X9	117806	117.806		
9	109.6380182	X9_117851	X9	117851	117.851		
9	109.6380183	X9_117869	X9	117869	117.869		
9	109.6380184	X9_117927	X9	117927	117.927		
9	109.6380185	X9_118064	X9	118064	118.064		
9	109.6380186	X9_118101	X9	118101	118.101		
9	110.3870962	X9_125188	X9	125188	125.188		
9	110.3870963	X9_125211	X9	125211	125.211		
9	110.3870964	X9_125267	X9	125267	125.267		
9	110.3870965	X9_125279	X9	125279	125.279		
9	110.3870966	X9_125734	X9	125734	125.734		
9	110.3870967	X9_125842	X9	125842	125.842		
9	110.3870968	X9_125864	X9	125864	125.864		
9	110.3870969	X9_125890	X9	125890	125.89		
9	110.387097	X9_125893	X9	125893	125.893		
9	110.3870971	X9_125896	X9	125896	125.896		
9	110.3870972	X9_125897	X9	125897	125.897		
9	110.3870973	X9_125908	X9	125908	125.908		
9	110.3870974	X9_125924	X9	125924	125.924		
9	110.3870975	X9_125953	X9	125953	125.953		
9	110.3870976	X9_125973	X9	125973	125.973		
9	110.3870977	X9_125977	X9	125977	125.977		
9	110.3870978	X9_125982	X9	125982	125.982		
9	110.3870979	X9_125983	X9	125983	125.983		
9	110.387098	X9_125994	X9	125994	125.994		
9	110.3870981	X9_126003	X9	126003	126.003		
9	110.3870982	X9_126016	X9	126016	126.016		
9	110.3870983	X9_126028	X9	126028	126.028		
9	110.3870984	X9_126141	X9	126141	126.141		
9	110.3870985	X9_126170	X9	126170	126.17		
9	110.3870986	X9_126206	X9	126206	126.206		
9	110.8627518	X9_126264	X9	126264	126.264		
9	114.9701325	X9_149836	X9	149836	149.836		
9	114.9701326	X9_149866	X9	149866	149.866		
9	114.9701327	X9_149880	X9	149880	149.88		
9	114.9701328	X9_150031	X9	150031	150.031		
9	115.7764159	X9_150302	X9	150302	150.302		
9	115.776416	X9_150304	X9	150304	150.304		
9	115.7764161	X9_150425	X9	150425	150.425		
9	115.7764162	X9_150429	X9	150429	150.429		
9	115.7764163	X9_150431	X9	150431	150.431		
9	116.1495524	X9_173088	X9	173088	173.088		
9	116.1495525	X9_173090	X9	173090	173.09		
9	116.1495526	X9_173101	X9	173101	173.101		
9	116.1495527	X9_173106	X9	173106	173.106		
9	116.1495528	X9_173330	X9	173330	173.33		
9	116.1495529	X9_173333	X9	173333	173.333		
9	116.149553	X9_173341	X9	173341	173.341		
9	116.1495531	X9_174657	X9	174657	174.657		
9	116.1495532	X9_175634	X9	175634	175.634		
9	116.1495533	X9_175783	X9	175783	175.783		
9	116.5276416	X9_175810	X9	175810	175.81		
9	116.5276417	X9_175813	X9	175813	175.813		
9	116.5276418	X9_175819	X9	175819	175.819		
9	116.5276419	X9_175821	X9	175821	175.821		
9	116.527642	X9_175825	X9	175825	175.825		
9	116.5276421	X9_175840	X9	175840	175.84		
9	116.5276422	X9_175843	X9	175843	175.843		
9	116.5276423	X9_175847	X9	175847	175.847		
9	116.5276424	X9_175910	X9	175910	175.91		
9	116.5276425	X9_176166	X9	176166	176.166		
9	118.2782534	X9_176232	X9	176232	176.232		
9	118.2782535	X9_176243	X9	176243	176.243		
9	118.2782536	X9_176247	X9	176247	176.247		
9	118.2782537	X9_176281	X9	176281	176.281		
9	118.2782538	X9_176283	X9	176283	176.283		
9	118.2782539	X9_176287	X9	176287	176.287		
9	118.278254	X9_176290	X9	176290	176.29		
9	118.2782541	X9_176304	X9	176304	176.304		
9	120.0341851	X9_176452	X9	176452	176.452		
9	120.0341852	X9_176473	X9	176473	176.473		
9	120.0341853	X9_176481	X9	176481	176.481		
9	120.0341854	X9_176497	X9	176497	176.497		
9	120.0341855	X9_176506	X9	176506	176.506		
9	120.0341856	X9_176537	X9	176537	176.537		
9	120.0341857	X9_176538	X9	176538	176.538		
9	120.0341858	X9_176539	X9	176539	176.539		
9	120.0341859	X9_176578	X9	176578	176.578		
9	120.034186	X9_176579	X9	176579	176.579		
9	120.0341861	X9_176642	X9	176642	176.642		
9	120.0341862	X9_176647	X9	176647	176.647		
9	120.0341863	X9_176651	X9	176651	176.651		
9	120.0341864	X9_176655	X9	176655	176.655		
9	120.0341865	X9_176656	X9	176656	176.656		
9	120.0341866	X9_176686	X9	176686	176.686		
9	120.0341867	X9_176688	X9	176688	176.688		
9	120.0341868	X9_176689	X9	176689	176.689		
9	120.0341869	X9_176716	X9	176716	176.716		
9	120.7832651	X9_183362	X9	183362	183.362		
9	120.7832652	X9_183635	X9	183635	183.635		
9	120.7832653	X9_183703	X9	183703	183.703		
9	120.7832654	X9_183797	X9	183797	183.797		
9	120.7832655	X9_183801	X9	183801	183.801		
9	120.7832656	X9_183830	X9	183830	183.83		
9	120.7832657	X9_183834	X9	183834	183.834		
9	120.7832658	X9_183840	X9	183840	183.84		
9	120.7832659	X9_183858	X9	183858	183.858		
9	121.9111336	X9_184611	X9	184611	184.611		
9	121.9111337	X9_184626	X9	184626	184.626		
9	121.9111338	X9_184630	X9	184630	184.63		
9	121.9111339	X9_184634	X9	184634	184.634		
9	121.911134	X9_184636	X9	184636	184.636		
9	121.9111341	X9_184645	X9	184645	184.645		
9	121.9111342	X9_184906	X9	184906	184.906		
9	121.9111343	X9_184909	X9	184909	184.909		
9	121.9111344	X9_184917	X9	184917	184.917		
9	121.9111345	X9_184955	X9	184955	184.955		
9	121.9111346	X9_184957	X9	184957	184.957		
9	121.9111347	X9_184963	X9	184963	184.963		
9	121.9111348	X9_184966	X9	184966	184.966		
9	121.9111349	X9_185010	X9	185010	185.01		
9	121.911135	X9_185233	X9	185233	185.233		
9	121.9111351	X9_185299	X9	185299	185.299		
9	121.9111352	X9_185347	X9	185347	185.347		
9	121.9111353	X9_186897	X9	186897	186.897		
9	121.9111354	X9_186910	X9	186910	186.91		
9	121.9111355	X9_186962	X9	186962	186.962		
9	121.9111356	X9_186977	X9	186977	186.977		
9	121.9111357	X9_187298	X9	187298	187.298		
9	121.9111358	X9_187355	X9	187355	187.355		
9	121.9111359	X9_187531	X9	187531	187.531		
9	122.284272	X9_189349	X9	189349	189.349		
9	122.2842721	X9_189401	X9	189401	189.401		
9	122.2842722	X9_189423	X9	189423	189.423		
9	122.2842723	X9_190093	X9	190093	190.093		
9	122.2842724	X9_190223	X9	190223	190.223		
9	122.2842725	X9_190239	X9	190239	190.239		
9	122.2842726	X9_190256	X9	190256	190.256		
9	122.6574244	X9_196364	X9	196364	196.364		
9	122.6574245	X9_196377	X9	196377	196.377		
9	122.6574246	X9_196393	X9	196393	196.393		
9	122.6574247	X9_196420	X9	196420	196.42		
9	122.6574248	X9_196422	X9	196422	196.422		
9	122.6574249	X9_196466	X9	196466	196.466		
9	122.657425	X9_196469	X9	196469	196.469		
9	122.6574251	X9_196475	X9	196475	196.475		
9	122.6574252	X9_196512	X9	196512	196.512		
9	123.030577	X9_197903	X9	197903	197.903		
9	123.0305771	X9_198183	X9	198183	198.183		
9	123.0305772	X9_198185	X9	198185	198.185		
9	123.0305773	X9_198202	X9	198202	198.202		
9	123.0305774	X9_198214	X9	198214	198.214		
9	123.0305775	X9_198224	X9	198224	198.224		
9	123.0305776	X9_198385	X9	198385	198.385		
9	123.0305777	X9_198403	X9	198403	198.403		
9	123.0305778	X9_198405	X9	198405	198.405		
9	123.0305779	X9_198415	X9	198415	198.415		
9	123.030578	X9_198458	X9	198458	198.458		
9	123.0305781	X9_198464	X9	198464	198.464		
9	123.0305782	X9_198469	X9	198469	198.469		
9	123.0305783	X9_198473	X9	198473	198.473		
9	123.0305784	X9_198477	X9	198477	198.477		
9	123.0305785	X9_198480	X9	198480	198.48		
9	123.4037146	X9_207489	X9	207489	207.489		
9	123.4037147	X9_208208	X9	208208	208.208		
9	123.4037148	X9_208240	X9	208240	208.24		
9	123.4037149	X9_208262	X9	208262	208.262		
9	123.403715	X9_208275	X9	208275	208.275		
9	123.4037151	X9_208307	X9	208307	208.307		
9	123.4037152	X9_208454	X9	208454	208.454		
9	123.4037153	X9_208604	X9	208604	208.604		
